Unnamed: 0,번호,제목,저자,출판사,출판일
,68,Big data: and the micropolitics of entanglement in the Earth's becoming,"Somerville, Margaret; Woods, Annette; Duhn, Iris; Rautio, Pauliina; Powell, Sarah; McConnell-Imbriotis, Alison; Galvez, Sarita",Taylor & Francis,2021
,69,„Big Data“ im Gesundheitsrecht – Ende der „Datensparsamkeit“?,"Ladeur, K. H.",Springer Science + Business Media,2016
,70,Big Data and Bad Data: On the Sensitivity of Security Policy to Imperfect Information,"Graves,  James T.; Acquisti,  Alessandro; Christin,  Nicolas",The University of Chicago Press,2016
,71,Big Data: Large-Scale Historical Infrastructure from the Minnesota Population Center,"Sobek, M.; Cleveland, L.; Flood, S.; Hall, P.K.; King, M.L.; Ruggles, S.; Schroeder, M.",HELDREF PUBLICATIONS,2011
,72,Big Data: Promises and Problems,"Gudivada, V. N.; Baeza-Yates, R.; Raghavan, V. V.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,73,"Big Data: The good, the bad and the ugly","Gronemeyer, Hinrich; Souren, Nicole Y.","John Wiley & Sons, Ltd",2021
,74,Big Data. Experts discuss customer data treatment,"Cuddeford-Jones, M.",CENTAUR MEDIA PLC,2013
,75,Big Data: You Are Adding To ... and Using It,"Makela,  Carole J.",American Association of Family and Consumer Sciences; 1999,2016
,76,Data-driven ICU management: Using Big Data and algorithms to improve outcomes,"Carra, Giorgia; Salluh, Jorge I.F.; da Silva Ramos, Fernando José; Meyfroidt, Geert","Elsevier Science B. V., Amsterdam",2020
,77,Big data's dark side,unknown,Institution of Engineering and Technology,2016
,78,Big Data: Challenges and opportunities for clinical pharmacology,"Flockhart, D.; Bies, R. R.; Gastonguay, M. R.; Schwartz, S. L.",Wiley-Blackwell,2016
,79,Big data’s role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016
,80,Big data: applications in interventional radiology,"Gordon, R.; Kavali, P.; Liu, R.",ELSEVIER SCIENCE B.V. AMSTERDAM,2016
,81,"BIG DATA: NEW SCIENCE, NEW CHALLENGES, NEW DIALOGICAL OPPORTUNITIES","Fuller, M.",Wiley-Blackwell,2015
,82,"Big Data: As utilities seek to extract value from their technology assets, smart grid and metering data is becoming a gold mine for insights about how to improve service and save money","Danigelis, A.",PUBLIC UTILITIES REPORTS INC,2012
,83,Big Data: A Cheerleader for Translational Perioperative Medicine,"Ackland, Gareth L.; Stephens, Robert C. M.","Lippincott, Williams & Wilkins",2016
,84,Big Data: Goldmine or Minefield,"Jackson,  Joni R.",American Marketing Association,2016
,85,Big data-driven precision medicine: Starting the custom-made era of iatrology,"Song, Chang; Kong, Ying; Huang, Lianfang; Luo, Hui; Zhu, Xiao","Elsevier Science B.V., Amsterdam.",2020
,86,Big data: Little difference,"Morley, S.",Wiley-Blackwell,2015
,87,'Big data' in pharmaceutical science: challenges and opportunities,unknown,Future Science,2014
,88,Big Data: An Introduction for Librarians,"Hoy, Matthew B.",Taylor & Francis,2014
,89,Big data: the key to energy efficiency in smart buildings,"Moreno, M. V.; Dufour, L.; Skarmeta, A. F.; Jara, A. J.; Genoud, D.; Ladevie, B.; Bezian, J. J.",Springer Science + Business Media,2016
,90,Big Data—Hot Air or Hot Topic?,"Serrano,  Angel",Information Systems Audit and Control Association,2016
,91,Big data: Challenges and perspectives,"Duellmann, D.",IOS Press,2014
,92,Big data-driven strategic orientation in international marketing,"Akter, Shahriar; Hossain, Md Afnan; Lu, Qiang (Steven); Shams, S.M. Riad",Emerald Group Publishing Limited,2021
,93,Big Data—What Is It and What Use Is It?,"Atkinson, Graham",Lippincott Williams and Wilkins,2014
,94,Big Data: A Boon to Business Intelligence,"Ohata, M.; Kumar, A.",FINANCIAL EXECUTIVES INSTITUTE,2012
,95,Big Data: A Survey,"Chen, M.; Mao, S.; Liu, Y.",Springer Science + Business Media,2014
,96,`Big Data': A Whole Yotta Bytes,unknown,CONGRESSIONAL QUARTERLY INC,2012
,97,Data analysis in health and big data: A machine learning medical diagnosis model based on patients' complaints,"Silahtaroğlu, Gökhan; Yılmaztürk, Nevin",Taylor & Francis,2021
,98,`Big data' looks best in 3D,unknown,REED BUSINESS PUBLISHING,2013
,99,Big data: From beginning to future,"Yaqoob, Ibrar; Hashem, Ibrahim Abaker Targio; Gani, Abdullah; Mokhtar, Salimah; Ahmed, Ejaz; Anuar, Nor Badrul; Vasilakos, Athanasios V.","Elsevier Science B.V., Amsterdam.",2016
,100,Big Data's Disparate Impact,"Barocas,  Solon; Selbst,  Andrew D.",CALIFORNIA LAW REVIEW INC.,2016
,1,Big Data's Impact on the U.S. Medical Industry,"Makumbi,  Victoria",WARREN GORHAM & LAMONT INC,2017
,2,"""Big Data"" Dynamic Factor Models for Macroeconomic Measurement and Forecasting: A Discussion of the Papers by Lucrezia Reichlin and by Mark W. Watson","Diebold, F. X.",CAMBRIDGE UNIVERSITY PRESS,2003
,3,‘Big data’ in mental health research: current status and emerging possibilities,"Stewart, R.; Davis, K.",Springer Science + Business Media,2016
,4,'Big data' patentometrics for R&D decision-making,"Verma, Charu; Suri, Pradeep Kumar",Emerald Group Publishing Limited,2021
,5,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,6,Big Data from Sparse Data: Diverse Scientific Benchmarks Reveal Optimization Imperatives for Implicit Membrane Energy Functions,"Alford, Rebecca F.; Gray, Jeffrey J.","Elsevier Science B.V., Amsterdam",2020
,7,Big Data-Based Driving Pattern Clustering and Evaluation in Combination with Driving Circumstances,"Si, Lulu; Hirz, Mario; Brunner, Helmut",Society of Automotive Engineers,2018
,8,Big Data-Driven Service Composition Using Parallel Clustered Particle Swarm Optimization in Mobile Environment,"Hossain, M. S.; Moniruzzaman, M.; Muhammad, G.; Ghoneim, A.; Alamri, A.",Institute of Electrical & Electronics Engineers,2016
,9,"Big data: the elements of good questions, open data, and powerful software","Ho, Joshua W. K.; Giannoulatou, Eleni",SPRINGER,2019
,10,Big Data: Issues and Challenges Moving Forward,"Kaisler, S.; Armour, F.; Espinosa, J.A.; Money, W.",IEEE,2013
,11,"Big data: techniques and technologies in geoinformatics, edited by Hassan A. Karimi, Boca Raton, FL, CRC Press, 2014, 312 pp., US$129.95 (hardcover), ISBN 13-978-1466586512","Nara, Atsushi",Taylor & Francis,2015
,12,Big Data: A Big Opportunity for Librarians,"Gordon-Murnane, L.",ONLINE INC,2012
,13,Big data-based multimedia transcoding method and its application in multimedia data mining-based smart transportation and telemedicine,"Zhu, D.",Springer Science + Business Media,2016
,14,Big Data. Big Problem?,"Harrop, Clare; Dallman, Aaron R.; Boyd, Brian A.",John Wiley,2021
,15,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,16,Big Buildings and Big Data: Do Energy Disclosure Policies Impact Energy Use over Time?,"Papadopoulos,  Sokratis; Kontokosta,  Constantine E.",ASCE,2017
,17,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2017
,18,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2018
,19,NZIM: Big data: Management's new big gun,"Birchfield, R.",Mediaweb Ltd,2013
,20,Coping with ``Big Data'' Growing Pains,"Strenger, L.",The Data Warehouse Institute,2008
,21,Is ''Big Data'' creepy?,"Cumbley, R.; Church, P.","Elsevier Science B.V., Amsterdam.",2013
,22,D2D Big Data: Content Deliveries over Wireless Device-to-Device Sharing in Large-Scale Mobile Networks,"Wang, X.; Zhang, Y.; Leung, V. C.; Guizani, N.; Jiang, T.",IEEE,2018
,23,From big data to rich data: The key features of athlete wheelchair mobility performance,"van der Slikke, R. M.; Berger, M. A.; Bregman, D. J.; Veeger, H. E.","Elsevier Science B.V., Amsterdam.",2016
,24,Harnessing Big Data: Capabilities that Deliver Results,unknown,CAHNERS,2015
,25,Taming Big Data: Implementation of a Clinical Use-Case Driven Architecture,"Mayo, C.; Kessler, M. L.; Feng, M.; Weyburn, G.; El Naqa, I.; Eisbruch, A.; Matuszak, M. M.; McShan, D.; Moran, J. M.; Anderson, C. J.","Elsevier Science B.V., Amsterdam.",2016
,26,"COVID-19, Big Data: how it will change the way we practice Medicine ","Pasipoularides, A",Oxford University Press,2021
,27,Handling big data: research challenges and future directions,"Anagnostopoulos, I.; Zeadally, S.; Exposito, E.",Springer Science + Business Media,2016
,28,Maximum Data-Resolution Efficiency for Fog-Computing Supported Spatial Big Data Processing in Disaster Scenarios,unknown,"THE IEEE, INC.",2019
,29,Harnessing Big Data: A Methodological Approach to Linking Electronic Health Records with Patient-Reported Survey Data,"Liebert, R; Lee, LK; Jaffe, DH; Doane, MJ; Haskell, T","Elsevier Science B.V., Amsterdam",2018
,30,"Finance Big Data: Management, Analysis, and Applications","Sun, Yunchuan; Shi, Yufeng; Zhang, Zhengjun",ME Sharpe,2019
,31,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021
,32,FROM BIG DATA TO SMART DATA: THE ROLE OF METABOLOMICS IN GENERATING ACTIONABLE KNOWLEDGE IN ALZHEIMER'S DISEASE FOR PERSONALIZED TREATMENT,"Geerts, Hugo",ELSEVIER SCIENCE B.V. AMSTERDAM,2017
,33,Rethinking `big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, A.; Wilken, R.",Taylor & Francis,2014
,34,Assessing Whether “Big Data” Solutions Provide Value For Diagnostics Manufacturers,"Hertz, D.; Gavaghan, M.; Garfield, S.","Elsevier Science B.V., Amsterdam",2014
,35,"HANDLING `BIG DATA' FROM VIDEO STREAMS Professor Plamen Angelov, Chair in Intelligent Systems at Lancaster University and Director of EntelSenSys, discusses patented new technology for predicting and updating the position of targets in video streams",unknown,unknown,2014
,36,"Policing, crime and ‘big data’; towards a critique of the moral economy of stochastic governance","Sanders, C. B.; Sheptycki, J.",Springer Science + Business Media,2017
,37,"Digitisation, 'Big Data' and the transformation of accounting information","Bhimani, Alnoor; Willcocks, Leslie",Taylor & Francis,2014
,38,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer InsightC.Strong, 2015London, Kogan Page224 pp., £19.99 ISBN 978‐0‐749‐47211‐5","Dietz, Sebastian",John Wiley & Sons Ltd,2018
,39,Analyzing Big Data: Social Choice and Measurement,"Patty, J.W.; Penn, E.M.",American Political Science Association,2015
,40,Clouding Big Data: Information Privacy Considerations,"Gathegi, J.N.",Springer Science and Business Media,2014
,41,Using “Big Data” to Dissect Clinical Heterogeneity,"Altman, Russ B.; Ashley, Euan A.",American Heart Foundation; Lippincott Williams and Wilkins,2015
,42,With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months,"Biola, H.; Best, R.M.; Lahlou, R.M.; Burke, L.M.B.; Dewar, C.; Jackson, C.T.; Broder, J.; Grey, L.; Semelka, R.C.; Dobson, A.",NORTH CAROLINA MEDICAL SOCIETY,2014
,43,"Digitisation, ‘Big Data’ and the transformation of accounting information","Bhimani, Alnoor; Willcocks, Leslie",Taylor & Francis,2014
,44,Novel Big Data-supported dynamic toll charging system: Impact assessment on Portugal's shadow-toll highways,"Figueiras, Paulo; Gonçalves, Diogo; Costa, Ruben; Guerreiro, Guilherme; Georgakis, Panos; Jardim-Gonçalves, Ricardo","Elsevier Science B.V., Amsterdam.",2019
,45,A Data-Driven Decision Making with Big Data Analysis on DNS Log,"Jung,  Euihyun",Springer,2017
,46,Utilizing ``Big Data'' Modeling for Evaluating Potential Jurors,unknown,Connexion International Media,2014
,47,Using data-driven safety decision-making to realize smart safety management in the era of big data: A theoretical perspective on basic questions and their answers,"Wang, Bing; Wu, Chao; Huang, Lang; Kang, Liangguo","Elsevier Science B.V., Amsterdam.",2019
,48,Aviation community is just beginning to understand what can be done with aircraft `big data',unknown,MCGRAW-HILL DATA SERVICES,2015
,49,Teaching 'big data' analysis to young immunologists,"Schultze, J. L.",Nature Publishing Group,2015
,50,"Integrating ""big data"" into aquatic ecology: challenges and opportunities",unknown,John Wiley & Co Ltd,2017
,51,Online big data-driven oil consumption forecasting with Google trends,"Yu, Lean; Zhao, Yaqing; Tang, Ling; Yang, Zebin","Elsevier Science B.V., Amsterdam.",2019
,52,"Digitisation, `Big Data' and the transformation of accounting information","Bhimani, A.; Willcocks, L.",Taylor & Francis,2014
,53,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,54,"Does 'Big Data' exist in medicinal chemistry, and if so, how can it be harnessed?","Tetko, Igor V; Engkvist, Ola; Chen, Hongming",Future Science,2016
,55,How `Big Data' Is Different,"Davenport, T.H.; Barth, P.; Bean, R.",SLOAN MANAGEMENT REVIEW ASSOCIATION,2012
,56,Social big data: Recent achievements and new challenges,"Bello-Orgaz, G.; Jung, J. J.; Camacho, D.","Elsevier Science B.V., Amsterdam.",2016
,57,Beyond big data: Social media challenges and opportunities for understanding social perception of energy,"Li, Ruopu; Crowe, Jessica; Leifer, David; Zou, Lei; Schoof, Justin",Elsevier Science B.V. Amsterdam,2019
,58,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,"Fosso Wamba, S.; Akter, S.; Edwards, A.; Chopin, G.; Gnanzou, D.","Elsevier Science B.V., Amsterdam.",2015
,59,Integrating “big data” into surgical practice,"Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016
,60,A big data-driven dynamic estimation model of relief supplies demand in urban flood disaster,"Lin, Anqi; Wu, Hao; Liang, Guanghua; Cardenas-Tristan, Abraham; Wu, Xia; Zhao, Chong; Li, Dan","Elsevier Science B.V., Amsterdam",2020
,61,Demystifying Big Data: mandatory evolution for forensic accounting in Brazil,"Lima, Rafael Sousa; Serrano, André Luiz Marques; Cupertino, César Medeiros; Souza, Audrey Jones De; Ferreira, Lucas Oliveira Gomes",Inderscience,2020
,62,"Beyond Big Data: Surveillance, Metadata and Technology-Enabled Intelligence Opportunities in Counter-Terrorism","Wells,  David",IOS Press.,2016
,63,Prescription Data in Australia: How Useful is this ‘Big' Data?,"Kim, H.; Calcino, L.; Calcino, G.","Elsevier Science B.V., Amsterdam",2016
,64,NEUROPATHOLOGY BIG DATA: IT'S ALL VCID,"Kapasi, Alifiya; Schneider, Julie A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2019
,65,"Biomedical Big Data: New Models of Control Over Access, Use and Governance","Vayena, E.; Blasimme, A.",Springer Science + Business Media,2017
,66,Manufacturing Data: Big changes on the factory floor,"Dejesus, E. X.",MCGRAW-HILL DATA SERVICES,1995
,67,The big data-business strategy interconnection: a grand challenge for knowledge management. A review and future perspectives,"Ciampi, Francesco; Marzi, Giacomo; Demi, Stefano; Faraoni, Monica",Emerald Group Publishing limited,2020
,68,Bridging data-capacity gap in big data storage,"Bhat, Wasim Ahmad","Elsevier Science B.V., Amsterdam.",2018
,69,Wireless big data: transforming heterogeneous networks to smart networks,"Huang, Y.; Tan, J.; Liang, Y. C.",Springer Science + Business Media,2017
,70,"Leveraging ""big data"" in respiratory medicine – data science, causal inference, and precision medicine","Raita, Yoshihiko; Camargo, Carlos A.; Liang, Liming; Hasegawa, Kohei",Informa Healthcare,2021
,71,Exploring Big Data: The Next Big Thing in Innovation,unknown,INDUSTRIAL RESEARCH INSTITUTE INC,2013
,72,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019
,73,VIEWPOINT Big data: Your secret weapon,unknown,AMERICAN INST OF AERONAUTICS AND ASTRONAUTICS,2014
,74,Beyond Big Data?,"Cushing, J. B.",IEEE,2013
,75,The -Big Data- challenge: amplify your content using video and maximise your impact,"Murphy, D. G.; Everaerts, W.; Loeb, S.",Blackwell Publishing Ltd,2014
,76,A data-driven approach for discovery of the latest research trends in higher education for business by leveraging advanced technology and big data,"Park, Young-Eun",Taylor & Francis,2021
,77,RETHINK Big: European Roadmap for Hardware and Networking Optimizations for Big Data,"Alioto,  Gina; Carpenter,  Paul; Cristal,  Adrián; Unsal,  Osman; Leich,  Marcus; Avare,  Christophe",IEEE Computer Society,2017
,78,IoT-Based Big Data: From Smart City towards Next Generation Super City Planning,"Rathore,  M. Mazhar; Paul,  Anand; Ahmad,  Awais; Jeon,  Gwanggil",IDEA GROUP PUBLISHING,2017
,79,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021
,80,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,81,"Integrating ""big data"" into surgical practice","Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016
,82,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017
,83,A Big Data-Enabled Consolidated Framework for Energy Efficient Software Defined Data Centers in IoT Setups,unknown,IEEE,2020
,84,Querying Big Data: Bridging Theory and Practice,"Fan, W.; Huai, J. P.",Springer Science + Business Media,2014
,85,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016
,86,Embracing `big data.',unknown,HOWARD PUBLICATIONS INC,2011
,87,Managing Big Data: Cloud Computing and Co-Location Centers,unknown,SOCIETY OF PETROLEUM ENGINEERS OF AIME,2011
,88,Bigger data for big data: From Twitter to brain-computer interfaces,"Roesch, E.B.; Stahl, F.; Gaber, M.M.",CAMBRIDGE UNIVERSITY PRESS,2014
,89,Modeling big data‐based systems through ontological trading,"Iribarne, Luis; Asensio, José‐Andrés; Padilla, Nicolás; Criado, Javier","John Wiley & Sons, Ltd",2017
,90,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013
,91,"Turning Big Data Into Tiny Data: Constant-Size Coresets for k-Means, PCA, and Projective Clustering","Feldman, Dan; Schmidt, Melanie; Sohler, Christian",SIAM SOCIETY FOR INDUSTRIAL AND APPLIED,2020
,92,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014
,93,Redefining Big Data-interview with Bill Inmon,"Ericson, J.",THOMSON MEDIA,2006
,94,The Big Picture for Big Data: Visualization,"Shneiderman, B.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2014
,95,Thick data: adding context to big data to enhance auditability,"Alles, M.; Vasarhelyi, M.A.",Inderscience,2014
,96,Using ‘big data’ to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,97,"Bridging ""Big Data"" and Mechanistic Insight To Enable Precision Medicine","Douglass, Eugene F.","John Wiley & Sons, Ltd",2020
,98,Solving Big Data: Distributing Computation Among Smart Devices,"Preden,  Jurgo; Pahtma,  Raido; Tomson,  Timo; Motus,  Leo",IOS Press,2014
,99,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014
,100,"Altmetrics: ""big data"" that map the influence of New Zealand research","Konkiel, Stacy; Guichard, Stephanie","THE PIERIAN PRESS, INC.",2018
,1,Using 'Big Data' for analytics and decision support,"Power, Daniel J.",Taylor & Francis,2014
,2,Using ``Big Data'' Versus Alternative Measures of Aggregate Data to Predict the U.S. 2016 Presidential Election,"Ma-Kellams, Christine; Bishop, Brianna; Zhang, Mei Fong; Villagrana, Brian",PERCEPTUAL AND MOTOR SKILLS,2018
,3,Geospatial Big Data: New Paradigm of Remote Sensing Applications,"Deng, Xingdong",IEEE,2019
,4,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,5,A Data-Driven Axes Creation Model for Correlation Measurement on Big Data Analytics,"Nakanishi,  Takafumi",IOS Press,2014
,6,A ''big data'' approach to HIV epidemiology and prevention,"Young, S. D.","Elsevier Science B.V., Amsterdam",2015
,7,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016
,8,Got Big Data?,"Hauptman, P. J.","Elsevier Science B.V., Amsterdam",2016
,9,Intel ``Big Data'' Science and Technology Center Vision and Execution Plan,"Stonebraker, M.; Madden, S.; Dubey, P.",Association for Computing Machinery; 1999,2013
,10,A Big Data-Driven Model for the Optimization of Healthcare Processes,"Koufi,  Vassiliki; Malamateniou,  Flora; Vassilacopoulos,  George",IOS Press,2015
,11,Taming Big Data: An Information Extraction Strategy for Large Clinical Text Corpora,"Gundlapalli,  Adi V.; Divita,  Guy; Carter,  Marjorie E.; Redd,  Andrew; Samore,  Matthew H.; Gupta,  Kalpana; Trautner,  Barbara",IOS Press,2015
,12,Using ``Big Data'' to Optimally Model Hydrology and Water Quality across Expansive Regions,"Roehl, E.A.; Cook, J.B.; Conrads, P.A.","Reston, Va.; American Society of Civil Engineers",2009
,13,From 'big data' to 'smart data': algorithm for cross-evaluation as a novel method for large-scale survey analysis,"Kantoci, Darko; Džanić, Emir; Bogers, Marcel",Inderscience,2018
,14,Exploiting Big Data's Benefits,"Heidrich, J.; Trendowicz, A.; Ebert, C.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,15,Linking big models to big data: efficient ecosystem model calibration through Bayesian model emulation,Istem Fer; Ryan Kelly; Paul R. Moorcroft; Andrew D. Richardson; Elizabeth M. Cowdery; Michael C. Dietze,Copernicus GmbH on behalf of the European Geosciences Union,2018
,16,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020
,17,Confronting Big Data: Applying the Confrontation Clause to Government Data Collection,"Squitieri,  Chad",VIRGINIA LAW REVIEW ASSOCIATION,2015
,18,"`Small Data' Enabled Prediction Of Obama's Win, Say Economists ``Big data'' from crowdsourcing resulted in more complex predictions","Hyman, P.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013
,19,Real Big Data: How We Know Who We Know in Youth Work,"Fink, Alexander; Brito, Marisol",Taylor & Francis,2021
,20,"Book Review-Big Data: How It Affects Opportunity, Social Strategy, and Growth","Cowie, K. A.",Wiley,2015
,21,Forget 'Big Data ' Beware 'Little Data',"Dumenco, Simon","Crain Communications, Inc.",2014
,22,"Coastal 'Big Data' and nature-inspired computation: Prediction potentials, uncertainties, and knowledge derivation of neural networks for an algal metric","Millie, D. F.; Weckman, G. R.; Young, W. A.; Ivey, J. E.; Fries, D. P.; Ardjmand, E.; Fahnenstiel, G. L.","Elsevier Science B.V., Amsterdam",2013
,23,Technology Big Data: In Search of Benefits Making insights actionable is key,unknown,MACLEAN HUNTER MEDIA,2016
,24,Feedback Big Data-Based Lie Robot,"Zhu,  D.",WORLD SCIENTIFIC PUBLISHING CO PTE LTD,2018
,25,"Using ""big data"" to guide implementation of a web and mobile adaptive learning platform for medical students","Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017
,26,Energy big data: A survey,"Jiang,  Hui; Wang,  Kun; Wang,  Yihui; Gao,  Min; Zhang,  Yan",IEEE,2016
,27,Do big data-driven HR practices improve HR service quality and innovation competency of SMEs,"Verma, Surabhi; Singh, Vibhav; Bhattacharyya, Som Sekhar",Emerald Group Publishing Limited,2020
,28,A Big Data-Driven Approach to Catering O2O Modeling,"Tang, Dongping; Zhu, Weiquan; Kuvshinov, Andrei",Springer Nature,2018
,29,A Data-Driven Framework for Business Analytics in the Context of Big Data,"Lu, Jing",Springer,2018
,30,Smart-Evac: Big Data-Based Decision Making for Emergency Evacuation,"Moulik, S.; Misra, S.; Obaidat, M. S.",IEEE,2015
,31,"Using ""big data"" to optimize public health outreach: answering the call to action","Williams, R.F.; Smith, G.P.",American Medical Association,2015
,32,Using 'big data' to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,33,No big data without small data: learning health care systems begin and end with the individual patient,"Sacristn, J. A.; Dilla, T.",Wiley-Blackwell,2015
,34,Toward Big Data–Driven Treatment Planning: Volumetric Modulated Arc Therapy/Intensity Modulated Radiation Therapy Inverse Planning Autopiloted by Population-Based Prior Data,"Wang, H.; Xing, L.","Elsevier Science B.V., Amsterdam.",2016
,35,A big data-driven framework for sustainable and smart additive manufacturing,"Majeed, Arfan; Zhang, Yingfeng; Ren, Shan; Lv, Jingxiang; Peng, Tao; Waqar, Saad; Yin, Enhuai","Elsevier Science B.V., Amsterdam.",2021
,36,The 'big data' myth and the pitfalls of 'thick data' opportunism: on the need for a different ontology of markets and consumption,"Thompson, Craig J.",Taylor & Francis,2019
,37,Rethinking data‐driven decision support in flood risk management for a big data age,"Towe, Ross; Dean, Graham; Edwards, Liz; Nundloll, Vatsala; Blair, Gordon; Lamb, Rob; Hankin, Barry; Manson, Susan",John Wiley & Sons Ltd,2020
,38,Healthcare's ``Big Data'' Challenge,"Adler-Milstein, J.; Jha, A.K.","MWC MEDICAL WORLD COMMUNNICATIONS, INC",2013
,39,Using “big data” to guide implementation of a web and mobile adaptive learning platform for medical students,"Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017
,40,Exploring big data's strategic consequences,"Bhimani, Alnoor",Palgrave Macmillan,2015
,41,"Leveraging ""big data"" to enhance the effectiveness of ""one health"" in an era of health informatics","Asokan, G.V.; Asokan, Vanitha","Elsevier Science B.V., Amsterdam",2015
,42,"Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?","Myers, P. O.","Elsevier Science B.V., Amsterdam.",2015
,43,Mining Big Data: A Philologist's Perspective,"Rütten, Tanja",CRIST-JAN DOEDENS,2019
,44,Rethinking 'big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,45,Health sector gets `big data' boost,unknown,K.H. BIOTECH SERVICES,2018
,46,Integrating Big Data: A Semantic Extract-Transform-Load Framework,"Bansal, S. K.; Kagemann, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,47,"Agriculture Big Data: Research Status, Challenges and Countermeasures","Zhang,  Haoran; Wei,  Xuyang; Zou,  Tengfei; Li,  Zhongliang; Yang,  Guocai",Springer.,2014
,48,a ``big data'' study to quantify the relationship between BMI and different cancers,"Bhaskaran, K.",SIMON BREED,2015
,49,Administrative data: what surgeons should know about big data,"Hong, M. K.; Skandarajah, A. R.; Hayes, I. P.",John Wiley & Sons Ltd,2017
,50,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,51,Power Big Data: New Assets of Electric Power Utilities,"Zhang, Pei; Xu, Yan; Luo, Fengji; Dong, Zhao Yang",AMERICAN SOCIETY OF CIVIL ENGINEERS,2019
,52,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017
,53,A Big Data-based Workers Behavior Observation in China Metro Construction,"Guo, Shengyu; Luo, Hanbin; Yong, Li","Elsevier Science B.V., Amsterdam",2015
